Attack,Defense,Sp.Atk,Sp.Def,Speed,HP,Legendary
-45,-82,-25,-37,17,-25,0
55,60,124,60,70,66,1
72,25,5,15,17,16,0
23,25,37,20,92,-18,0
115,59,5,45,41,40,0
55,50,60,-5,9,31,0
75,29,11,67,23,30,0
-22,-37,-62,-42,9,-40,0
50,-30,-35,20,100,-15,0
-45,15,-8,32,0,1,0
-60,0,50,10,7,-27,0
25,95,-25,-5,-55,25,0
-25,3,20,3,12,15,0
60,25,35,5,42,38,1
-5,51,50,42,7,-3,0
77,34,1,13,21,3,0
28,-6,-39,-23,86,-26,0
55,25,25,5,5,25,1
15,25,75,65,50,20,0
-30,-15,15,5,40,-20,0
-91,16,-101,-44,11,-11,1
38,-123,3,-88,130,1,0
32,-25,-60,-25,10,-10,0
34,33,-28,5,15,26,1
15,50,-20,-40,15,5,0
-32,-15,33,65,27,0,0
-12,40,43,40,37,2,0
-23,-2,-5,16,17,27,0
48,-25,2,-5,30,40,0
-32,-30,40,19,33,-6,0
-10,-68,10,-8,46,-5,0
58,33,95,65,44,20,1
37,58,27,7,16,15,0
45,10,50,-5,60,25,0
-5,-20,-45,-20,16,-46,1
-4,-10,26,12,45,-3,0
2,5,33,6,28,40,0
-4,-67,-19,-67,27,-7,0
-28,-61,-10,-61,21,-15,0
5,-5,10,40,0,10,0
28,-15,-13,-25,22,8,0
35,-5,0,-10,25,10,0
-34,-44,-66,-29,13,-10,0
21,50,-1,30,31,-66,0
-4,34,14,56,75,5,0
-15,-79,4,-53,-4,-48,1
85,45,105,65,80,70,1
-2,20,56,32,0,-6,0
55,115,15,19,0,24,0
-55,15,-5,5,32,33,0
-3,-15,79,22,78,9,0
-60,-70,-25,-35,5,-90,1
-40,30,35,74,45,36,1
-20,-140,-15,20,25,-5,0
18,17,43,16,7,14,0
5,-75,-65,-35,25,25,0
20,35,30,60,20,45,0
-80,-35,70,10,65,-35,0
140,57,114,62,68,61,1
-38,-18,25,-30,11,-50,0
68,50,30,50,1,70,1
-55,-20,-30,-15,15,-69,0
64,71,12,61,9,-9,0
-5,-5,85,-5,43,-3,0
15,55,130,75,10,20,0
36,23,83,109,39,38,0
125,75,85,5,55,45,1
95,15,90,15,65,15,1
-40,55,65,10,10,-10,0
-10,10,90,55,30,10,0
37,10,22,-25,48,-10,0
20,-82,10,-72,30,47,0
-3,0,5,3,6,17,0
10,30,30,30,40,30,0
-25,5,15,5,20,-5,0
-30,40,-25,-40,70,-65,0
-25,20,10,35,62,8,0
40,4,25,14,10,10,0
71,41,-5,25,3,32,0
35,-69,-25,-29,35,27,0
20,20,15,15,40,15,0
-32,15,70,10,39,-10,1
30,-25,-3,-13,46,51,0
-38,-77,-25,-20,5,-26,0
5,-30,-5,15,5,10,0
49,7,45,15,43,36,0
56,11,55,-5,60,15,0
-56,-83,-43,-37,25,-78,0
38,19,8,29,15,10,0
75,-15,115,25,10,40,1
-28,18,50,50,20,59,0
6,-22,22,-18,6,-9,0
99,59,42,29,42,37,0
55,3,-15,-15,21,-14,0
-95,-5,-28,-18,-30,36,0
-28,-50,79,37,63,-6,0
14,7,53,1,25,17,0
45,14,75,44,-30,37,0
-32,-22,-7,-22,14,-20,0
55,-45,115,-95,70,-18,1
-10,-25,5,-35,5,-5,0
61,2,15,-5,25,7,0
-43,5,78,5,41,-17,0
-15,-55,55,35,75,10,0
40,65,-65,-40,5,5,0
33,-47,-47,-15,2,-21,0
-15,10,40,0,25,25,0
22,40,4,28,58,-52,0
71,15,-6,10,57,22,0
0,25,55,25,35,15,0
65,0,65,10,50,40,0
-10,0,45,15,15,5,0
30,-50,5,45,60,5,0
45,-1,71,4,170,6,1
27,23,-12,0,14,35,0
52,2,17,-8,92,-130,0
60,85,9,59,8,5,0
-25,-18,13,16,67,9,0
55,90,30,15,-80,30,0
10,-65,-15,-30,-85,-25,0
18,8,65,30,49,29,0
21,-7,26,8,23,4,0
60,21,50,-5,9,5,1
33,11,2,2,50,15,0
-75,-18,5,-70,3,-10,0
35,-24,25,-21,35,-30,0
-40,20,30,-55,35,-50,0
-80,-40,-10,40,25,-50,0
-41,42,19,42,1,-33,0
30,65,-20,30,45,10,0
40,30,13,22,15,30,1
7,-20,27,-5,13,-12,0
-12,-48,-8,-2,48,-28,0
-25,25,65,80,30,0,0
12,18,112,32,86,10,0
40,10,95,0,40,40,0
-45,10,-75,30,5,-25,1
10,30,-35,30,0,-65,0
-19,0,-59,20,28,55,0
35,5,-30,-15,10,2,0
70,76,30,46,10,-50,1
-25,60,70,70,42,33,0
4,10,0,10,-25,19,0
-67,-83,-5,-5,15,-35,1
-55,-153,25,-2,2,-26,1
43,40,22,27,63,55,0
35,80,15,50,8,-8,0
-19,0,-2,10,3,13,0
90,65,20,20,45,15,0
5,-7,12,10,21,-15,0
8,15,55,15,12,25,1
15,-8,10,-5,60,-25,0
84,28,-56,11,28,30,0
85,75,-10,-40,30,5,1
40,-20,40,4,60,56,1
-30,-45,-20,-30,15,0,0
-30,-25,-20,-35,45,-69,0
8,-42,-30,-40,-66,-45,0
-33,-8,29,12,8,28,0
-49,-96,-24,-76,35,-34,0
85,-5,65,10,25,0,0
30,-70,85,-70,71,33,0
-20,20,80,30,15,15,0
34,-13,-21,29,-35,82,0
11,0,40,30,40,4,0
58,11,23,5,17,21,0
35,30,9,13,8,15,0
87,20,-15,0,52,-14,0
73,25,7,25,30,50,0
10,4,10,19,30,-28,0
37,8,9,10,5,27,0
-5,5,30,10,30,-25,0
-28,-65,-52,-31,19,-14,0
40,37,5,0,0,25,0
11,-41,71,-26,78,18,0
-15,24,35,41,0,35,0
25,25,-100,-25,-72,-5,0
60,4,37,29,83,26,0
48,33,85,25,14,40,0
43,30,70,110,30,44,0
-25,-45,-6,-45,34,-13,0
55,57,45,57,28,45,1
70,84,85,8,34,15,1
-50,-35,-35,-40,11,-37,0
100,-50,100,-50,40,-20,1
2,17,-38,-16,3,-15,0
0,-25,20,10,5,-17,0
-14,-15,45,85,55,29,0
45,25,20,10,10,60,0
72,40,45,10,28,25,0
65,15,-25,30,-40,100,0
5,-25,35,-5,10,20,0
77,164,-4,38,-19,13,0
-10,-3,-20,-13,21,-4,0
30,-10,-15,-75,45,0,0
20,16,-31,-14,44,-15,0
-15,30,-60,-25,15,-10,0
20,-52,-40,-42,4,0,0
35,45,65,45,49,33,0
100,-30,70,-50,40,50,1
-15,-40,95,38,82,15,0
42,50,23,50,40,35,0
33,60,20,50,12,25,0
15,75,35,-5,25,10,0
-3,-31,6,-2,21,-22,0
-20,-20,40,40,50,10,0
10,5,15,15,44,2,0
83,15,78,45,16,30,0
93,37,59,29,45,15,0
-50,-20,-62,-15,50,-14,0
12,25,50,25,50,0,0
-62,0,15,45,43,9,0
5,10,-5,10,25,10,0
-22,-68,-32,-68,5,5,0
20,37,23,40,44,5,0
50,80,-85,-30,-65,5,0
-49,-100,-10,5,25,-37,0
21,33,64,40,55,13,0
68,0,15,15,25,65,0
15,15,13,7,30,-10,0
5,30,55,45,34,104,0
45,17,27,-43,20,12,0
6,0,10,5,0,1,0
-17,30,-19,10,15,10,0
-30,-42,-60,-47,17,-35,0
55,35,-55,-35,-35,-35,0
-35,-15,50,50,20,-5,0
53,15,13,-5,31,-1,1
13,-55,-74,-43,19,-3,0
3,11,-12,-4,4,-49,0
62,21,-5,-9,17,16,0
60,-25,-10,-10,43,-23,0
5,50,95,50,16,10,0
55,34,15,29,22,20,0
60,10,-45,0,30,40,0
29,45,27,45,98,46,1
25,90,45,100,45,25,1
15,10,35,10,65,15,0
23,7,-20,-10,15,16,0
67,25,28,35,7,30,0
-28,18,50,50,20,59,0
22,-40,-28,-10,33,28,0
-33,-13,5,5,31,15,0
115,5,85,55,30,50,1
25,-20,-55,-40,15,-10,0
89,32,-21,32,67,41,0
50,25,-5,5,15,30,0
-7,15,18,12,32,-26,0
34,38,-68,-9,-45,28,0
-20,-72,-65,-67,4,-10,0
0,-20,-10,-25,15,-20,0
-21,-37,25,27,6,21,0
35,-9,20,31,63,5,0
15,0,5,0,25,-5,0
10,67,-47,-10,69,-20,0
-18,-15,-35,-60,7,-59,0
5,35,5,5,10,-10,0
65,-16,0,-31,5,10,0
105,-15,-30,10,100,0,0
3,-32,-7,-32,14,-50,0
35,-15,-40,-40,40,-45,0
11,20,25,20,15,11,0
35,-45,50,-10,35,5,0
13,-30,33,0,24,30,0
-15,2,-35,2,5,-10,0
85,51,20,-35,39,0,0
24,23,7,16,15,23,0
20,-35,10,-30,10,-45,0
-75,-10,-25,0,85,-75,1
28,13,37,17,-41,21,0
-45,-16,-5,49,5,-37,0
20,-15,-10,-20,50,5,0
45,-135,85,-120,60,50,0
55,50,10,20,30,40,1
-29,-40,-29,-25,19,-20,0
67,0,-26,3,11,43,0
80,25,105,90,15,40,1
-25,35,55,65,20,50,0
-45,-8,-20,49,8,-4,1
80,35,43,27,15,40,0
-2,-17,0,0,49,-15,0
-6,0,-10,-5,0,-1,0
30,30,105,45,40,35,0
45,7,50,35,43,15,0
-5,20,46,66,10,60,0
100,30,65,80,35,35,0
16,12,55,10,10,27,0
80,25,42,15,65,30,0
50,15,-95,-50,-60,10,0
-7,-39,-17,41,44,9,0
45,41,75,51,79,34,1
15,-10,-55,-35,130,-14,0
43,-5,37,5,10,10,0
80,35,15,25,5,15,0
84,50,37,50,77,32,1
62,122,52,-13,37,-140,0
77,5,-33,15,53,8,0
-42,-75,10,-25,30,5,0
-40,-40,-10,40,15,45,0
-5,-13,50,25,48,-15,0
-8,10,8,17,32,10,0
-12,5,-60,-15,18,-16,0
-30,-30,5,-5,30,35,0
15,-30,75,-50,56,-12,0
-25,-10,-45,-10,20,0,0
15,5,96,14,22,28,1
16,49,16,29,-71,-19,0
-22,-30,-63,-20,6,-6,0
11,5,23,10,27,-25,0
17,12,73,33,76,-11,0
60,-70,70,-5,35,5,0
8,-22,-8,-9,42,-11,0
27,37,27,37,35,50,1
-95,-190,5,-40,15,-30,0
41,21,81,21,63,-7,0
34,33,89,65,40,23,0
22,45,15,15,56,20,0
42,30,4,18,48,38,0
13,-12,-9,-47,10,24,0
3,2,21,6,2,35,0
45,-10,15,15,35,20,0
-18,6,39,26,63,15,0
-5,-25,10,10,5,-5,0
45,0,55,45,50,25,0
66,4,11,-1,24,24,0
25,17,18,29,25,25,0
30,10,-70,-60,5,-3,0
44,20,0,-15,60,22,0
2,20,37,35,101,-30,0
-50,30,15,40,37,43,0
100,70,-5,50,-30,32,0
103,32,75,40,20,20,0
-5,-3,15,-55,3,-15,0
-9,-18,28,9,25,-13,0
-42,3,45,20,25,-9,0
40,30,87,31,26,-119,0
15,26,30,31,20,-20,0
76,51,42,56,19,47,0
25,25,5,10,-15,45,0
-30,-35,-55,-50,5,-79,0
45,20,40,15,58,27,0
-45,-50,55,55,15,-35,0
40,-40,-15,-40,55,45,0
-9,2,67,43,31,-29,0
-21,18,-26,13,0,9,0
-75,-70,-20,-40,15,5,0
47,43,38,3,61,-33,0
62,17,88,33,59,-19,1
85,-47,10,-47,29,15,0
45,20,65,20,37,53,1
90,15,-15,20,35,30,1
-22,-40,-15,-15,7,-21,0
20,2,7,-18,35,14,0
35,-65,-60,15,38,10,0
-18,-24,-8,-30,17,-22,0
-20,-30,10,0,0,-15,0
35,-25,-30,-35,50,-25,0
-55,-32,-25,-32,19,-34,0
26,-51,4,-53,32,-3,0
10,-5,25,0,40,-30,0
75,10,47,10,41,0,0
-25,-20,50,30,20,40,0
-41,-23,74,5,49,-20,0
15,25,40,30,10,5,0
41,13,31,-7,18,44,0
15,5,0,-10,-80,0,0
31,19,21,9,35,34,0
12,-23,-23,-33,70,-40,0
-35,-39,-29,-22,22,-7,0
3,-15,-34,-48,14,-18,0
-30,-11,-5,-1,25,-42,0
5,-5,50,60,80,10,0
-33,17,-8,85,18,6,1
-32,-48,6,-69,4,13,0
-10,-75,55,-25,40,25,0
23,26,28,8,18,30,0
-25,10,-55,0,19,6,1
-10,58,-21,23,7,-48,0
3,-7,19,17,47,-17,0
55,15,55,15,60,65,0
-10,-55,10,15,22,18,0
90,-85,62,-85,50,15,0
30,-15,19,13,23,15,0
22,1,9,-29,3,1,0
49,15,22,35,12,39,0
43,-49,23,-9,50,30,0
65,43,35,23,9,65,0
-20,6,25,6,20,-5,0
4,22,-11,29,30,11,0
14,28,59,35,30,28,0
-10,50,-23,70,5,20,0
13,10,-44,-28,19,12,0
35,-5,30,20,50,5,0
-4,15,48,-10,8,18,0
61,10,61,35,74,20,0
-35,-10,-10,10,30,-38,0
33,33,56,69,35,48,1
70,35,-5,-15,60,40,0
-45,-44,-15,-9,20,18,0
26,-45,-49,-60,32,0,0
16,80,-34,15,29,-5,0
60,5,25,0,50,-45,0
17,-18,52,17,62,-130,0
3,20,-48,7,13,25,1
30,-30,-20,15,35,35,0
-13,7,27,-5,76,24,0
10,35,40,50,20,25,0
80,37,90,30,13,45,0
57,-11,26,-7,66,23,0
20,-14,-25,-24,6,26,0
19,-10,11,5,25,25,0
29,-24,-16,-39,83,-34,0
35,40,-20,-10,4,30,0
-59,-58,-30,-45,3,-46,0
11,22,-4,32,3,16,0
15,55,34,90,32,10,0
-7,117,-30,-5,5,-4,0
70,42,72,51,-52,8,0
1,-15,-19,-25,9,9,0
0,15,33,16,10,17,0
30,50,-70,0,10,-25,0
35,45,-5,25,55,20,1
30,-10,30,10,30,30,0
-39,-41,-20,-15,10,25,0
-70,5,40,55,25,-15,0
18,25,-2,-2,25,20,0
-44,-36,-6,36,55,-25,0
59,73,39,63,27,-16,1
-35,-15,-5,0,26,-11,0
5,5,15,15,50,20,0
-65,-55,-100,-60,-125,45,0
55,40,-85,-25,15,5,0
8,19,37,60,58,17,0
-12,-15,-29,-28,54,-52,0
6,-35,-29,-65,14,-15,0
20,50,-20,20,5,-10,0
85,20,40,35,5,45,0
35,5,25,5,25,35,0
-10,-25,57,10,23,-10,0
35,35,115,45,70,40,0
75,0,25,-10,65,10,0
43,33,55,34,39,21,0
-55,-15,50,0,31,-11,0
-87,-182,-7,-32,14,-20,0
48,22,112,78,58,32,1
40,65,-15,45,8,5,0
-20,-145,30,-25,5,-7,0
20,-41,39,-15,5,-28,1
16,2,16,-8,41,4,0
21,-27,-4,-32,-72,24,0
-5,-35,-65,-55,20,-5,0
15,7,17,6,10,-146,0
-13,38,-31,9,16,-8,0
-23,60,93,45,5,-5,0
-50,-14,-17,-18,26,-12,0
-10,-25,-18,-25,5,-40,0
35,21,105,21,15,65,1
-5,-5,-15,-15,45,-35,0
-20,-5,-20,-5,-20,-10,0
-20,0,-10,-10,36,-11,0
35,-40,55,35,25,43,0
55,50,55,-40,55,-190,0
17,-12,35,25,50,-11,0
73,24,55,47,33,30,0
-25,15,50,0,15,-45,0
45,-15,100,50,75,35,1
-30,3,5,15,28,-2,0
45,73,1,-44,-59,38,0
-50,-38,-5,8,13,-48,0
-15,65,25,75,25,65,0
67,47,52,65,88,26,0
113,80,5,70,10,30,0
55,-20,55,-35,35,0,1
-88,-82,10,-5,15,-65,0
50,5,15,-50,51,-16,1
-45,-70,25,0,35,-15,0
-45,-40,-20,-25,5,-10,0
40,-5,5,-5,-65,25,0
2,7,59,29,33,-40,0
44,-44,49,71,-37,32,0
-11,-12,45,-5,32,8,0
62,38,32,24,4,35,1
29,25,43,41,49,29,0
29,32,29,22,31,-33,0
-7,25,75,60,0,80,0
-50,-5,-80,-60,5,-30,0
-49,24,-41,36,0,0,0
30,60,-10,30,-50,-20,0
8,-30,-15,-30,15,-25,0
-45,-31,-70,-36,2,-25,0
55,5,-10,15,70,0,0
40,90,-45,80,5,-5,0
75,-20,50,10,65,10,1
22,-75,-11,-25,10,-10,0
102,45,35,45,82,21,0
15,35,20,10,10,5,0
65,27,50,22,49,62,1
2,4,56,46,45,12,0
10,35,-25,5,55,-5,0
46,25,15,15,51,38,0
130,120,100,50,26,50,1
-28,-32,12,1,16,26,0
27,0,-13,-45,28,-5,0
-24,5,-54,5,19,-15,0
30,-140,60,-5,25,-5,0
125,15,-2,23,20,4,0
-43,-57,-100,-60,10,-40,0
4,32,-26,-31,0,-19,0
35,-50,-40,-40,30,-5,0
7,-27,-53,-37,18,-62,0
-40,13,-45,10,17,10,0
-35,5,-20,15,0,-20,0
27,-60,17,-20,78,20,0
-47,-47,36,0,26,-18,0
30,35,20,25,26,38,0
10,40,20,40,20,10,0
-50,-20,145,10,105,-65,0
-95,-49,-5,-70,4,-55,0
35,50,35,40,90,6,1
55,165,35,45,-15,30,0
5,-50,5,-50,15,-25,0
55,-130,55,0,75,-5,0
-5,19,80,24,25,8,0
71,55,71,55,64,60,0
22,-8,21,33,61,-16,0
23,100,0,30,20,19,0
-135,-70,75,-50,20,-35,0
15,18,45,0,52,5,0
110,5,50,35,45,15,0
55,5,0,10,0,30,0
110,75,30,-50,43,-170,0
42,61,6,41,-52,2,0
-14,-10,30,-5,0,1,0
30,70,20,80,60,50,0
75,47,75,42,39,44,1
40,35,39,43,63,-5,0
35,0,10,10,50,15,0
-25,-15,5,45,5,-10,0
11,-20,1,15,64,20,0
-30,15,-30,15,52,-2,0
105,10,-10,10,65,40,0
10,-15,25,5,20,-15,0
27,-50,-50,-65,9,-10,0
-25,-28,-5,-28,5,-34,0
60,25,-30,-50,0,25,0
44,25,53,12,81,23,1
-39,-40,-14,0,7,-4,0
42,-83,67,-15,118,-24,1
20,25,-25,25,10,-5,1
-5,-10,-45,40,-50,70,0
1,-6,-25,-27,17,0,0
53,5,70,-15,62,40,1
90,44,-10,55,22,44,0
-15,-5,-45,-56,18,-24,0
10,28,-30,-33,8,16,0
65,50,90,50,40,40,0
7,122,-26,-11,3,-40,0
28,-25,-4,-17,21,47,1
40,-10,-30,5,35,35,1
5,-14,0,-21,35,20,0
75,-10,45,-30,40,5,0
-15,-20,-90,0,5,-30,0
-34,-4,-9,4,4,-10,0
-27,-83,-4,-24,19,-37,0
125,-20,135,-20,90,15,1
30,21,-25,56,-50,10,0
-95,-50,0,-35,15,-25,0
36,-2,-15,30,37,17,0
18,7,-25,5,30,5,0
-90,-35,-35,-35,10,-40,0
5,-5,-5,-60,3,-25,0
-15,-90,-20,-20,40,-20,0
100,85,15,0,30,0,0
25,0,100,55,110,20,1
-21,0,55,35,8,5,0
46,50,12,20,32,8,0
40,-60,-55,-120,25,-15,1
-45,-40,5,-10,2,-30,0
45,9,55,19,45,115,0
-25,35,20,65,15,50,0
5,-105,-45,-55,60,-23,0
5,15,20,-10,10,-5,0
82,10,70,20,58,50,0
32,53,30,35,85,5,1
-16,16,19,101,18,-29,1
-20,-5,35,45,55,-5,0
1,-15,-20,-30,17,-25,0
-30,-25,-20,-35,45,-69,0
27,22,12,27,26,25,0
-12,-8,25,10,35,-5,0
40,10,110,80,40,5,1
28,12,82,45,17,14,1
-3,10,21,25,17,0,0
10,30,35,55,80,20,0
5,-10,-35,-45,0,-25,0
15,25,-3,-7,30,28,0
14,-51,46,-4,24,11,0
25,3,-40,20,40,-3,0
44,45,74,0,2,10,0
55,-5,65,5,31,19,1
70,75,50,55,55,57,1
-30,-70,60,-30,45,15,0
20,15,75,60,80,15,0
50,5,70,75,30,-10,0
60,0,40,30,50,25,1
33,2,-3,2,15,20,0
18,10,-8,20,70,-4,0
-95,-15,-95,-85,15,-15,1
-90,-50,-65,-45,10,-110,1
-77,-50,-10,-20,0,-40,0
-15,7,75,77,66,10,0
50,-15,80,50,75,15,0
-110,-90,10,-15,20,-10,0
-12,-18,32,28,53,-8,0
-70,-93,-67,-90,5,-40,0
-50,-55,15,10,10,-40,0
60,35,70,65,165,0,1
18,-23,-26,-62,40,38,0
30,40,50,5,26,23,0
30,-1,81,9,50,41,0
15,-25,35,-20,40,-5,0
-30,-76,-40,-36,10,70,1
5,-25,30,30,60,15,0
0,30,-25,-15,25,-65,0
80,-5,-80,15,-85,10,0
-10,-34,0,5,12,17,0
-5,-68,-10,35,43,-35,0
38,23,95,85,34,30,1
15,-20,35,30,45,15,0
47,45,30,25,48,15,0
-45,-20,55,85,30,25,0
-32,-52,66,-1,40,-17,0
32,32,64,14,48,-50,0
-45,-10,-13,-15,5,-22,0
101,104,-36,4,-19,57,0
0,20,20,20,30,20,0
-45,-20,-55,-15,25,-35,0
-52,0,105,25,38,-35,0
-20,57,50,57,21,5,0
97,32,77,96,57,-84,1
40,15,15,5,5,20,0
30,37,50,30,55,20,0
-3,-16,-14,8,31,-7,0
45,-16,-20,-36,37,5,0
46,45,68,64,23,42,0
30,-6,70,24,60,-23,1
-55,-61,5,14,37,-55,0
70,40,-5,50,55,15,0
0,0,-55,-75,10,-25,0
-1,21,24,31,66,34,0
-10,-15,-45,-50,10,-85,0
45,35,-15,15,-45,45,0
35,85,8,38,33,14,0
58,47,68,-9,67,-46,0
-6,68,-26,53,-96,-1,0
-10,54,22,-6,26,-18,0
3,-58,2,-58,11,-20,0
5,-26,50,9,80,-38,0
30,31,51,47,42,25,0
60,-37,20,-37,29,25,1
-45,5,-20,-15,20,75,0
-65,55,-109,-5,-120,-56,1
-58,-26,-41,-4,44,-35,0
10,45,50,30,-55,50,0
50,32,5,-3,-49,14,0
-30,-40,25,5,70,-20,0
-25,-23,-5,-10,10,-35,0
2,-8,-3,2,26,-15,0
18,-33,52,3,28,102,0
25,5,15,15,50,30,0
54,38,129,85,50,28,0
-5,-5,65,20,66,-11,1
60,0,-35,-55,15,15,0
-61,-40,-22,15,6,-15,0
85,131,20,1,3,30,0
-35,-50,15,35,0,-10,0
35,-185,15,-205,10,35,0
23,-10,63,50,41,15,0
5,-5,-55,-35,10,-15,0
45,15,75,15,13,12,0
-35,-42,-50,-65,-75,-10,1
3,-27,-31,-19,38,9,0
65,27,32,26,18,85,0
10,-15,-19,-19,20,-15,0
70,44,0,44,-15,82,0
0,-15,35,-15,45,105,1
10,-60,-50,-15,40,20,0
15,20,43,45,45,20,0
-7,-33,21,-16,47,13,0
-5,-100,0,-30,15,5,0
73,-15,8,-5,-56,5,0
-12,15,55,25,23,13,0
15,-63,15,-78,16,0,0
-40,75,55,95,15,40,0
25,50,29,33,38,25,0
0,-10,0,-10,14,0,0
10,-50,-67,-78,24,-5,0
44,9,5,9,-25,21,0
10,10,10,15,15,15,0
-13,10,79,53,16,23,0
10,33,30,88,24,35,0
40,0,-45,-50,-60,115,0
29,47,54,42,42,6,1
-49,-30,-7,-10,2,-5,0
26,20,-11,5,16,-11,0
77,2,60,71,31,29,1
3,-6,-5,-6,0,-12,0
23,-8,1,-29,19,23,0
-30,50,85,60,20,8,0
-20,-5,-10,20,5,10,1
17,23,54,13,34,3,0
-29,-35,-24,-40,9,-15,0
13,-7,-49,-37,24,-55,0
85,45,125,95,75,50,1
-35,-60,-50,-60,40,-35,0
100,79,15,4,-20,67,0
52,41,-2,7,78,-16,0
-19,-1,-9,4,31,-6,0
60,-20,-50,-45,58,15,0
-32,-17,33,-22,46,-15,0
20,4,50,44,60,-23,1
110,-40,114,30,60,41,1
-37,-25,-62,-30,52,-18,0
-70,-66,-16,-32,18,-35,0
2,-65,42,35,20,30,0
20,-20,-5,-5,60,-55,0
14,7,28,2,31,23,0
55,20,23,10,61,-6,0
135,65,10,20,40,90,1
-21,-5,-40,-5,6,-5,0
30,-3,-35,-20,35,-15,0
85,45,15,65,70,8,0
-16,7,-31,-3,22,-24,0
-50,-30,-10,-20,30,-25,0
22,3,44,37,1,55,0
-2,-12,1,6,22,35,0
12,-26,-6,-46,32,-4,0
15,85,70,85,60,28,1
-25,40,55,25,25,0,0
-45,-35,10,10,10,-55,0
7,43,32,47,40,36,0
90,115,20,-5,30,35,0
89,45,10,20,10,31,0
-50,-10,5,-10,30,0,0
-20,15,65,25,45,0,1
30,130,10,5,0,35,0
-20,31,-89,-5,0,-17,1
-75,-50,40,-5,15,-60,0
-12,-33,-32,-34,42,-36,0
-25,-40,-5,-25,0,-30,0
17,-22,27,-12,18,8,0
65,13,70,0,11,-13,0
60,72,50,70,70,40,1
5,20,25,20,33,-8,0
75,55,30,10,40,40,1
60,77,-5,30,15,-20,0
26,10,4,-5,11,-6,0
65,-18,48,6,92,34,0
80,75,50,50,30,45,1
-25,-5,0,10,55,20,0
-35,-45,-85,-35,0,-70,0
-20,-130,24,-12,48,10,0
-25,-5,-20,0,30,-30,0
60,25,35,5,42,38,1
-25,57,20,62,31,-15,0
125,55,80,45,35,-35,0
38,-20,38,-40,41,4,0
74,15,-120,-15,-95,34,0
-27,-1,13,-1,51,0,0
5,25,35,75,55,-15,0
20,-60,5,30,65,10,0
-5,60,20,25,20,25,0
0,-5,45,0,45,-20,0
30,50,65,45,50,35,1
-27,-62,3,-32,19,-10,0
-20,5,60,5,25,-45,0
-15,-66,15,19,30,60,0
-5,5,-14,-9,6,-6,0
55,60,-55,-35,45,-20,0
37,0,-8,-55,33,-25,0
-20,10,30,5,81,13,0
10,15,60,70,40,25,0
40,-20,-5,-85,5,50,0
65,65,25,65,-40,30,0
-45,-32,10,70,20,-3,0
47,30,20,26,27,46,0
-17,23,-11,-13,12,-17,0
-82,25,73,25,2,-33,0
83,8,31,-12,42,-43,0
59,25,35,25,18,43,0
54,25,3,66,-41,119,0
-40,-35,5,-15,10,-25,1
45,10,-30,-15,10,-10,0
2,-25,60,50,18,40,0
-70,-55,65,5,5,25,0
-55,0,0,5,35,-5,0
34,28,4,28,37,13,0
-5,-15,80,20,40,35,0
20,15,-4,-4,10,20,0
-60,-19,-10,1,30,18,0
50,30,-15,-5,5,25,0
36,-32,31,21,30,34,0
30,-7,-20,13,10,0,0
82,15,52,20,23,5,0
14,-2,13,-16,26,-26,0
-23,-57,5,-30,15,-21,0
57,12,34,48,76,23,1
20,-110,50,-90,95,30,0
-25,-52,30,15,15,25,0
30,20,35,5,30,90,0
51,24,6,4,67,15,0
7,18,28,35,13,41,0
24,10,86,55,59,31,1
-84,-190,-5,-30,35,-37,0
20,-53,-5,-50,0,-27,1
-127,-100,-117,-40,0,10,0
30,0,-5,-25,0,0,0
36,22,0,15,20,22,0
77,47,107,67,60,20,1
65,100,55,60,70,20,0
-5,15,0,20,25,15,0
42,-25,-5,16,32,21,0
30,-45,-5,-25,35,-10,0
15,-6,45,4,42,98,0
40,15,43,40,41,54,0
50,25,-65,-25,-20,55,0
41,-35,86,33,44,26,1
77,46,-3,40,32,43,0
-26,-59,-4,1,44,-7,0
-15,2,-5,5,17,12,0
40,-20,-15,10,65,25,0
27,55,64,35,38,51,0
63,-2,11,-27,47,-53,0
20,10,5,0,57,33,0
30,-5,-18,-12,15,-7,0
25,7,10,54,49,40,1
46,-10,85,0,54,5,1
-5,-55,5,-55,10,15,0
80,28,30,-25,47,-60,0
42,23,60,40,45,20,0
2,32,88,83,30,50,0
37,15,30,5,32,30,0
-73,-35,-33,-5,10,-13,0
5,30,59,44,20,30,0
-5,11,40,-14,3,0,0
75,-45,-20,-70,25,10,0
0,-60,45,-35,52,-5,0
42,-3,45,30,11,50,0
-30,-15,40,-15,25,-15,0
-45,-55,-47,-53,11,-25,0
-60,-10,-15,35,35,5,0
-53,-10,58,3,7,-30,0
-28,-16,-50,-31,8,-74,0
-35,-35,75,55,50,20,0
-17,-13,1,-19,34,8,0
-2,13,38,13,7,50,0
-5,-20,10,5,30,-25,0
-18,-45,-3,5,30,10,0
43,45,40,45,50,14,0
-23,35,100,45,13,60,0
20,55,15,55,65,-15,1
-10,-50,-10,-55,30,-20,0
85,40,115,40,0,30,1
30,45,55,45,75,65,1
125,50,135,35,60,50,1
69,0,65,-10,18,10,0
-35,20,-50,-5,0,-20,1
22,-20,-80,-45,7,-14,0
35,-25,30,-25,30,-30,0
-15,-35,30,-5,0,85,0
-60,-55,22,-38,46,1,0
30,10,20,-10,51,-1,1
-30,-35,-55,-50,5,-79,0
